title,cluster
smart disinfectant chamber dengan passive infra red sensor untuk pencegahan penyebaran covid-19,0
"KAJIAN TINGKAT KEPUASAN PENGGUNA JASA TERHADAP PELAYANAN ANGKUTAN OJEK SEPEDA MOTOR DI DAERAH KOTO TUO, PADANG",0
batik design training sebagai upaya pembekalan soft skill di bidang desain grafis terhadap siswa-siswi smk negeri 5 kota bengkulu,0
"Peningkatan kemampuan dan pengetahuan, dan keterampilan siswa untuk mencegah informasi hoax",0
internet marketing percetakan sinar offset banguntapan bantul,0
Design dan implementasi sistem informasi pariwisata berbasis konten sebagai startup lokal bengkulu,0
sistem pendukung keputusan pemilihan jenis kayu untuk mebel dengan metode weighted product (wp) & technique for order preference by similarity to ideal solution (topsis),0
deteksi dini gangguan pembatas arus listrik pada phb-tr bertegangan tinggi broadcast sms gateway,0
Peningkatan Keterampilan Guru IPS SMP dalam Penggunaan Sistem Informasi Geografis untuk Mewujudkan Kurikulum 2013 di Kota Bengkulu,0
pengaruh suhu kebakaran terhadap elemen struktur pada bangungan pasar tradisional modern (ptm) kota bengkulu,0
"desain perbaikan dan retrofit struktur kolom dengan derajat kelangsingan berlebih (studi kasus kantor bupati kupang, naibonat, nusa tenggara timur)",0
KARAKTERISTIK CATCHMENT AREA PLTA MUSI PROVINSI BENGKULU,0
pengaruh suhu kebakaran terhadap elemen struktur pada bangungan pasar tradisional modern (ptm) kota bengkulu,0
the analysis of rank fusion techniques to improve query relevance,1
dielectric-based versus gravimetrically measured water content in relations to texture and organic carbon of highland soils,1
disaster risk reduction for earthquake using mobile learning application to improve the students understanding in elementary school,1
social influences in recommendation systems,1
the effectiveness of turtle mobile learning application for scientific literacy in elementary school,1
analysis of language and scientific literacy skills for 4th grade elementary school students through discovery learning and ict media,1
implementation of seismic hazard mitigation on the basis of ground shear strain indicator for spatial plan of bengkulu city,1
mangrove bengkulu: high variable in land use change affected the cover,1
"the development of track record application for conservation activity and wildlife in indonesia, ",1
a review on micro hydropower in indonesia,1
"Analysing vulnerability of road network and guiding evacuees to sheltered areas: Case study of Mt Merapi, Central Java, Indonesia",1
visual character identification of bengkulu china-town,1
"comparative study of the patterns and characteristics urban morphology of the old city, bengkulu, and singapore that has relation to historical background",1
"patterns and characteristics of old city morphology (case study fort marlborough, kampung china and kampung malabero kota bengkulu)",1
shaking table test of soil liquefaction in southern yogyakarta,1
"comparative study of the patterns and characteristics urban morphology in the old city, case study road and block patterns bengkulu and singapore",1
predicting stock movement using unidirectional lstm and feature reduction: the case of an indonesia stock,1
klasifikasi pergerakan harga saham jangka pendek menggunakan principal component analysis dan jaringan long short term memory: studi kasus pada saham bursa efek indonesia,1
a simple alternative instrument for measuring temporal soil water content in repacked soils,1
a prototype of salt gradient solar pond as alternative energy source for coastal communities in bengkulu,1
"AN IMPLEMENTATION OF NUMERICAL ANALYSIS IN PREDICTING THE LIQUEFACTION POTENTIAL ON SOIL SITES IN UNIVERSITY OF BENGKULU, INDONESIA",1
project-based learning to improve scientific literacy for primary education postgraduate students in science subject,1
designing inquiry-based expertise sharing model to enhance graduate employability in higher education institutions,1
verification of attenuation models based on strong ground motion data in northern thailand,1
failure analysis for coming out of shaft from shrink-fitted ceramic sleeve,1
seismic response analysis along the coastal area of bengkulu during the september 2007 earthquake,1
experimental liquefaction study of southern yogyakarta using shaking table,1
"liquefaction susceptibility zonation in lempuing subdistrict, bengkulu city, indonesia,",1
"The Implementation of Ground Response Analysis to Quantify Liquefaction Potential Index (LPI) in Bengkulu City, Indonesia",1
simulation of seismic ground response at bangkok subsoil due to si sawat fault,1
non-linear site response analysis of soil sites in northern thailand during the mw 6.8 tarlay earthquake,1
microtremor investigation of soil sites in bangkok,1
performance of nga models in predicting ground motion parameters of the strong earthquake,1
"liquefaction potential in chiang rai province, northern thailand due to the 6.8 mwearthquake on march 24, 2011",1
verification of liquefaction potential during the strong earthquake at the border of thailand-myanmar,1
"one-dimensional analysis of liquefaction potential: a case study in chiang rai province, northern thailand,",1
the study of liquefaction time stages due to a short duration shaking,1
"the empirical analysis of soil liquefaction in imogiri site, yogyakarta, indonesia",1
liquefaction potential analysis based on nonlinear ground response on the coastline of bengkulu city,1
proposal for new hearth roller consisting of ceramic sleeve and steel shafts used in the heat treat furnace,1
coming out mechanism of steel shaft from ceramic sleeve,1
development of low-cost wind power estimation system in enggano island indonesia,1
"cyclic behaviour and liquefaction resistance of izumio sands in osaka, japan",1
local site investigation of liquefied soils caused by earthquake in northern thailand,1
Water absorption of polyester resin polymer composite reinforced woven agel fiber (Corypha gebanga) in various solution,1
analysis of seismic ground response caused during strong earthquake in northern thailand,1
simulation of coming out of the shaft from the ceramics sleeve during rotation of the rollers connected under small shrink fitting ratio,1
liquefaction potential analysis along coastal area of bengkulu province due to the 2007 mw 8.6 bengkulu earthquake,1
mapping teacher distribution analysis with digitation technology implementation to improve education management in bengkkulu city,1
maintaining language politeness through learning advice in japanese,1
"reliability study of spectral acceleration designs against earthquakes in bengkulu city, indonesia",1
investigation on coming out phenomenon of the shaft from the sleeve by 2-d plate model approach,1
effect of the joint shape on the coming out of the shaft from the shrinkly fitted ceramic sleeve during rotation,1
the development of vocational curriculum implementation evaluation model,1
"The water absorption, mechanical and thermal properties of chemically treated woven fan palm reinforced polyester composites",1
"seismic hazard microzonation of ground response parameters in bengkulu city, indonesia",1
pengembangan sistem pelacakan level ketinggian air berdasarkan warna dengan background substraction,2
analisis potensi bisnis online syariah pada peningkatan pendapatan penjualan sirup jeruk kalamansi melalui e-commerce,2
"Dengan pesatnya perkembangan industri mengakibatkan timbulnya masalah pencemaran yang semakin serius. Pencemaran tersebut tidak hanya merusak lingkungan, tetapi dapat berakibat fatal bagi mahluk hidup terutama pada manusia. Zat warna dari limbah tekstil bila dibuang ke perairan dapat menutupi permukaan badan air sehingga menghalangi sinar matahari untuk masuk ke dalam perairan. Kadar senyawa organik yang ada dalam suatu perairan dapat diukur dengan parameter TSS (Total Suspended Solid atau Total Kepadatan Tersuspensi yaitu ukuran kekeruhan air). Pada umumnya kadar TSS yang dibuang berkisar antara 475 mg/L sampai dengan 678 mg/L. Kadar maksimum yang diijinkan untuk Air Limbah Tekstil dan Batik (Perda Provinsi Jawa Tengah Nomor 5 Tahun 2012 Tentang Perubahan Atas Peraturan Daerah Provinsi Jawa Tengah Nomor 10 Tahun 2004 Tentang Baku Mutu Air Limbah) untuk TSS sebesar 50 mg/L. Rancang Bangun IPAL Anaerob Aerob diharapkan dapat berfungsi untuk menurunkan kadar TSS sesuai dengan Baku Mutu. Hasil dari simulasi menunjukkan pada debit 200 m3/hari dengan kadar TSS awal sebesar 678 mg/L berkurang menjadi 40,7mg/L sesuai dengan Baku Mutu yang ditetapkan.dan menjadi Industri ramah lingkungan",2
pemanfaatan limbah serbuk besi sebagai agregat halus pada campuran aspal panas,2
penggunaan limbah marmer sebagai filler pengganti pada campuran laston lapisaan antara (ac-bc),2
PELACAKAN LEVEL KETINGGIAN AIR BERDASARKAN WARNA DENGAN BACKGROUND SUBSTRACTION ,2
eksplorasi sirip matahari sebagai konsep mereduksi silau matahari di gedung kuliah universitas bengkulu,2
 potensi penelitian etnobotani di sulawesi tengah indonesia,2
sambungan kayu pada selubung fasad rumah vernakular sebagai kajian pembelajaran dasar struktur dalam arsitektur,2
"implementasi case based reasoning untuk diagnosa penyakit berdasarkan gejala klinis dan hasil pemeriksaan hematologi dengan probabilitas bayes,",2
evaluasi jalur evakuasi bencana kebakaran pada sirkulasi gedung serbaguna unib,2
budaya sebagai perwujudan nilai vernakular pada pola permukiman dan bentuk rumah suku wana di ulubongka sulawesi tengah,2
"evaluasi performa algoritma klasifikasi decision tree id3, c4. 5, dan cart pada dataset readmisi pasien diabetes",2
analisis komparatif evaluasi performa algoritma klasifikasi pada readmisi pasien diabetes,2
analisis performa algoritma naïve bayes untuk penentuan kelayakan pendonor darah,2
prototipe interoperabilitas learning technology system architecture (ltsa) pada konsep m-learning,2
peningkatan pendidikan kesiapsiagaan bencana sekolah dasar bengkulu melalui pembelajaran tematik terpadu dan media ict,2
literasi sains kura-kura dengan realitas tertambah untuk siswa sekolah dasar,2
pemetaan zonasi rawan banjir dengan analisis indeks rawan banjir menggunakan metode fuzzy simple adaptive weighting,2
evaluasi performa algoritma decision tree c4. 5 pada dataset bank marketing dengan telepon langsung,2
pelatihan pembuatan lampu hias akrilik 3d led lamp untuk meningkatkan pendapatan bagi pemuda tunakarya kelurahan bentiring,2
sistem prediksi masa studi dan predikat kelulusan mahasiswa menggunakan decision tree algoritma c4. 5 dan naïve bayes classifier,2
Pengaruh Metode Perlakuan Dalam Perawatan Beton Terhadap Kuat Tekan Dan Durabilitas Beton,2
pengaruh lama pengeringan beton serat pandan pundak duri (pandanus tectorius) terhadap kuat tarik belah beton,2
tingkat kehalusan dan nomor butir serbuk biokeramik menggunakan ayakan getar,2
karakterisasi serbuk nano biokeramik hasil proses ball milling,2
pengolahan limbah plastik berbasis mitra berkegiatan lingkungan,2
kuat tekan bata merah dengan variasi usia dan kadar air adukan tanah liat,2
pengaruh pencampuran dua jenis agregat kasar terhadap kuat tekan beton,2
"KONSEP DASAR ANALISIS DAMPAK LALU LINTAS RENCANA BANGUNANPUSAT KEGIATAN, PERMUKIMAN DAN INFRASTRUKTUR",2
Konsep Pemodelan Transportasi untuk Evakuasi Bencana,2
"Pengaruh Gradasi Pasir dan Zonasi Terhadap Kekuatan Tekan Beton, ",2
perancangan alat ukur tinggi badan dengan keluaran suara,2
PENGARUH POST CURING TREATMENT DAN PERENDAMAN AIR LAUT PADA KOMPOSIT HYBRID KEVLAR/KARBON,2
education by activist partners work environment for landfill buffer systems [edukasi oleh mitra pegiat lingkungan berfungsi sistem penyangga tempat pemrosesn akhir sampah],2
analisis potensi likuifaksi di kelurahan lempuing kota bengkulu menggunakan percepatan maksimum kritis,2
"studi kehandalan metode analisis likuifaksi menggunakan spt akibat gempa 8, 6 mw, 12 september 2007 di area pesisir kota bengkulu,",2
evaluasi peningkatan kelembaban tanah melalui pemberian mulsa pelepah kelapa sawit: pengujian teknik alternatif pengukuran kelembaban tanah,2
pengembangan teknologi baru pengukuran potensi likuifaksi akibat gempabumi menggunakan data mikrotremor dan data masw,2
desain dan analisa antena mikrostrip multiband 3 patch bentuk segiempat menggunakan array,3
desain antena mikrostrip bentuk segi empat untuk antena syntentic aperture radar (sar),3
"tena mikrostrip bentuk segiempat 1, 8 ghz menggunakan metode parsial ground untuk aplikasi antena 4g lte",3
meningkatkan bandwidth antena mikrostrip bentuk lingkaran untuk aplikasi antena 5g dengan menggunakan metode dgs,3
desain atena mikrostrip bentuk lingkaran menggunakan metode pencatuan langsung dan slot untuk antena 5g,3
desain atena mikrostrip bentuk lingkaran menggunakan metode pencatuan langsung dan slot untuk antena 5g,3
meningkatkan bandwidth antena mikrostrip bentuk lingkaran untuk aplikasi antena 5g dengan menggunakan metode dgs,3
"meningkatkan lebar bandwidht antena mikrostrip dengan metode parasitik pada frekuensi 2, 4 ghz",3
robust voltage regulation in unbalanced radial distribution system under uncertainty of distributed generation and loads,4
segmentation of optic disc using dispersive phase stretch transform,4
deciding endemic area of dengue fever using simple multi attribute rating technique exploiting ranks,4
"multi step ahead prediction of nighttime vlf amplitude signal for low-, mid-and high-latitude paths",4
increasing bandwidth triangular microstrip antenna using parasitic patch,4
increasing bandwidth triangular microstrip antenna using parasitic patch,4
probabilistic three-phase load flow for unbalanced electrical systems with wind farms,4
parameters optimization in manufacturing nanopowder bioceramics of eggshell with pulverisette 6 machine using taguchi and anova method,4
highly relevant routing recommendation systems for handling few data using mdl principle and embedded relevance boosting factors,4
design of portable beverage cooler using one stage thermoelectric cooler (tec) module,4
handling numerical features on dataset using gauss density formula and data discretization toward naïve bayes algorithm,4
optimization of parameters for manufacture nanopowder bioceramics at machine pulverisette 6 by taguchi and anova method,4
temporal and vertical changes in volumetric water content at four contrasting-textured soils,4
online expert systems for bamboo identification using case based reasoning,4
one day prediction of nighttime vlf amplitudes using nonlinear autoregression and neural network modeling,4
prediction of vlf sub-ionospheric wave propagation using nonlinear system identification,4
image splicing detection based on demosaicking and wavelet transformation,5
experimental study of screw turbine performance based on different angle of inclination,5
characterization of waste pet powder as atomization product,5
"steam turbine isentropic efficiency of tc 663 my 140 type-unit 4 steam power plant case study in pt. pln (persero), bukit asam sector, tanjung enim regency, south sumatera province",5
an application of soil behavior method in determining the value of shear modulus and elastic modulus based on cpt data,5
inhaust and exhaust valves gap effects on an engine performances,5
Achievement of Development on Early Childhood Based on National Education Standard,5
"an mdl-based frequent itemset hierarchical clustering technique to improve query search results of an individual search engine, diyah puspitaningrum, fauzi, boko susilo",5
analysis of fuel heating value of fibers and shell palm oil (elaeis guineensis jacq) on fire tube boiler “takuma brands”(case study factory of palm oil in pt. bio nusantara ,5
Effect of fibre sequence on the mechanical properties of woven fan palm/glass fabric reinforced polymer hybrid composites,5
electric power generation from low head simple turbine for remote area power supply,5
Effect of chemical treatments on tensile properties and interfacial shear strength of unsaturated polyester/fan palm fibers,5
automated determination of macula centre point based on geometrical and pixel value approaches to support detection of foveal avascular zone,5
effect of cooling load on the performance of r22 residential split air conditioner when retrofitted with hydrocarbon refrigerant (hcr22),5
detection of foveal avascular zone in colour retinal fundus images,5
rule-based data mining for diagnosis of coronary heart disease,5
automated segmentation of hard exudates based on matched filtering,5
detection of exudates on color fundus images using texture based feature extraction,5
segmentation of exudates based on high pass filtering in retinal fundus images,5
segmentation of optic disc and optic cup in colour fundus images based on morphological reconstruction,5
detection of exudates in digital colour fundus images for the diagnosis of diabetic retinopathy,5
optic disc segmentation based on red channel retinal fundus images,5
classifying user personality based on media social posts using support vector machine algorithm based on disc approach,5
conductivity of transformer oil under high-frequency voltage,5
life expectancy of transformer insulation system by reconditioning,5
classifiers evaluation: comparison of performance classifiers based on tuples amoun,5
A comparison study of search strategy on collecting Twitter data for drug adverse reaction,5
"analysis of fuel heating value of fibers and shell palm oil (elaeis guineensis jacq)on fire tube boiler “takuma brands” (case study factory of palm oil in pt. bio nusantara teknologi, central bengkulu regency, bengkulu province",5
"dark lesion elimination based on area, eccentricity and extent features for supporting haemorrhages detection",5
Effect of Merapi Disaster Evacuation on Road Network Performance in Yogyakarta Special Region,5
mproving performance of relation extraction algorithm via leveled adversarial pcnn and database expansion,5
performance of air source air conditioning water heater using trombone coil dummy condenser with different diameter and pipe length,5
cselene: privacy preserving query retrieval system on heterogeneous cloud data,5
effect of water temperature and air stream velocity on performance of direct evaporative air cooler for thermal comfort,5
man power reduction effect on rail bridge fabrication,5
